kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
248.85931637461752,6353.766546731728,32.42240589153463,1252.0106666995466,185.83525580176016
277.3836959540938,230.61745354042714,34.43997343952489,55.18553214959603,221.31375853333583
266.6536462194775,6212.840667248385,11.703241007585822,1452.4858496457996,217.78104703325025
1.729216003769128,4028.2657217864885,0.1933732182816545,1453.6508655413331,144.8271280757715
58.47474513072896,5914.045529063296,39.776738764470494,1583.2141202559983,203.39779243281004
65.00354014350864,3090.6445714432457,27.402828421726458,1631.088002908196,276.4804875387012
125.80411919325785,3959.1964893026816,15.07863867295347,2025.1307301910458,167.9017306512404
267.69813018298635,1655.289086332721,15.064257460927658,964.8236122384291,111.974752216639
270.8506007636116,6068.47139959711,8.26591407927956,1956.3422917205974,233.82997155699252
225.6451449768391,2537.688986317266,0.7243333889778829,2199.9693376367836,262.5551976352758
86.55557101772878,7627.669461059353,33.63740786585032,1366.5187754116696,41.80802480749091
11.67161561591233,1834.3850941250985,30.657295609332106,426.3526057640546,233.5541425542011
129.5310716918027,8715.247527930618,27.149363385778187,1952.447936999484,73.64717591680126
62.85695692405963,9453.688744654833,29.277432834522372,54.87595693779663,299.7861714903908
68.55010782743713,1959.9626296394326,0.1253298655687723,776.2425753091322,183.43810011059412
85.41777245697402,1282.8687143347397,13.942729274344478,2392.821386247378,247.16744645938692
209.66405274279617,976.7512730941949,34.24408309998603,2387.9743865772957,113.8320203752311
68.46525917107611,514.8484466905036,26.497722958397787,792.917896699014,280.001373203333
242.8218919984212,8011.2592239930145,7.9823556968088,2189.014711324484,278.35769543183517
259.0151741985883,9371.257526210691,31.70377062773224,2484.70042949149,194.35198374235563
216.02770429595876,9794.654644923357,13.860334000497613,1687.1598338964952,166.01081092377473
253.45653124133185,8372.88754078826,35.152482913792376,113.45780396090423,116.20623719420055
283.86194257216056,7973.317710350964,9.272106704216283,1123.8906783922034,251.16439702625718
6.095002223570906,5474.795752678992,19.440403782873904,916.7802709485121,254.0107049373252
247.61960155897026,5444.096416525559,34.60519054182285,2061.633032692781,55.705489433736695
15.053059257336214,7271.494229288927,5.06410388611725,156.24005144573138,50.44826981701352
106.7338901290124,3912.025671175264,6.380556664618059,1349.8074157217163,274.68452796684244
143.8266093369672,2526.3863518135204,34.72264023469872,597.7857528391654,78.35688215984423
23.509520538116046,4122.592231241394,31.94509603741973,1393.7850719295107,14.9827212325303
100.22619278069536,7988.49095976148,17.858570915392278,910.5061373698502,246.95118696512438
297.444829082451,1553.8752495188464,22.102989912087587,890.1353061268621,63.834450104367505
93.09041510430801,2660.3216657473918,4.8512682935154885,1397.9430022445824,36.24249276685203
212.07698310391442,3463.943439253801,28.989989835518248,2140.9525458843586,76.31503716823853
160.60683673352128,8002.622706818313,2.6274285533765545,1139.5483721750588,244.50933960552433
164.34744938777152,2921.795601705009,35.633231365351634,2287.3693477086385,251.71666421110345
273.24587912013266,8925.02290587785,5.987822927555296,1760.4151370063546,126.15607580125571
80.636473407633,7969.7237026991415,29.740248585165773,2334.694491564068,281.5051218873435
292.66679044314384,5165.4260366512235,21.845063850105205,1837.6046572425223,299.5212836223957
128.31514161528952,4119.297640387493,39.86859799114498,576.7402399223821,51.654700493101295
36.13397458989096,2084.05840777762,37.9639799544323,83.91580657774551,181.2553066693816
191.05238627435247,4647.893824710669,38.46301272128876,798.1433595057553,259.037040072914
187.0562738709668,9816.226526797993,18.334544539182644,183.41768035181434,237.23935971547115
265.3620196077301,6410.628278266879,23.280623682660423,1301.8322794092253,139.9929370172207
43.979600321141525,786.5690841128675,27.046790087928002,1845.6668309899037,103.95338177570234
185.5737199376624,199.75446717602287,17.20148822536148,512.2197101738972,82.89502385759721
252.02709681950267,7557.507038451529,18.36978255886106,1768.6467804868448,223.96569728141444
65.55796771307877,2665.959971494566,30.253461299600765,1980.8006850146953,259.20275425628085
244.48483804536414,1203.1838324068153,6.295603363942991,1186.908775873006,231.97181416034823
163.22461804840992,2310.251943315518,23.943032285130673,342.90760474407745,207.346509098622
210.00424298270474,1494.711788112405,14.071769422707183,1966.7141178060472,208.71802053791177
136.61419217592982,110.5908870579265,11.140980305912782,2726.514244824551,253.74470294990704
198.00966173866357,1996.441098511388,8.975978608296579,323.98946922630086,279.25339755745506
294.1111104254866,2149.6871180092576,4.5986011301453695,171.14737826478216,167.1835068009902
293.5741179449255,5771.049826777042,19.288593626200456,649.6764706969461,262.52816245641964
72.98929634218615,3712.1330139232655,3.4552626976010896,842.8167438387702,296.67585326103404
238.33073296840064,852.1675080726835,32.88964117561915,1311.1067987334727,114.46516587949415
81.82968161317963,7374.641590146845,27.05533139566615,1038.5748758405687,259.04497701736386
187.4122518176868,4943.370148644934,39.43257778244152,1655.488071416903,252.77776830764356
218.36159982080898,5737.089614022043,3.3615304238853034,165.7670919312996,188.65358519986972
288.95875857063794,3808.6603460311553,21.975653710409148,2577.100623263957,133.89018085228196
291.88632263622793,973.5791169691939,38.534517972220904,290.02156967761715,61.370237353519585
59.61684445302439,6657.014747810782,35.01126721417559,1275.9450853595101,141.84488138753127
9.767004033596466,661.454467123293,12.484346211532523,285.19432281716934,65.24091374429696
237.58278997034407,610.623653336997,30.83943457541741,442.5490097009287,133.4726454668947
279.9140463036881,5105.195918642859,3.300675431922571,1933.2008865732578,6.5750306370256455
228.15034684073257,2266.383154759263,12.318019357754538,661.1928839507439,12.626637429731625
199.2771703172297,4997.445053200444,26.691906200710605,1340.0332631370486,175.55681565790312
204.7712324623608,2995.0375878366194,4.113582584574134,771.5878163694503,22.79080404254045
154.50494628355523,4338.91859987365,15.597085082550173,1134.5861461254842,227.8260445371137
35.82876639130596,3443.0870793137087,11.900072382576404,1282.3440542219137,49.44162690497387
204.1391323449156,7045.799020132623,11.923891101070112,830.257520906762,66.59264771591506
222.15973339149204,389.2852785761528,30.438623835108153,1619.6245594314958,226.57521219762725
185.86605243202763,4659.056301104841,0.1031143550474462,1390.8836229271574,169.87922768288982
144.07430109903166,5961.110637319329,38.587583267852956,2156.439358209056,288.8285373057332
182.2674154668285,6750.3005572179945,7.423788721494954,1433.7724352322941,103.88316913411636
89.12292656910437,1009.2767124061941,18.614272384630674,310.0324879202223,169.81376158614634
210.2044603456701,5636.5900155384015,27.987516017019594,2532.9506997977273,203.6614173269389
4.404314729899997,9520.556442036142,4.542591693751375,614.0317770628371,121.25665380163942
69.71311224157381,9808.311546772331,17.42348106760535,1231.026400036237,7.222593797781209
262.71582781658896,9173.514201353411,7.963276531732957,2517.6036864572084,273.56866173854434
299.7059749813615,964.0226116904237,35.617522771328034,2402.9229909955,221.38239967019
195.1547633002449,7183.914732742846,19.61348835726671,1281.6832220323013,232.6438894133762
213.08439828161764,7609.970394618248,35.510872093025476,2449.1635592186394,274.8226575974295
165.67453009671047,9879.700958000303,21.178619662538292,1097.1168833489958,112.1554197032012
292.85619922926054,5233.837358054721,0.10278628221741051,1548.2762137954912,71.43356841634207
91.9005427043429,499.65022330312956,22.775583070892218,1612.189600951509,40.25865569617975
278.3246037447208,1837.197178322014,32.080020282361495,1647.9752100833039,111.32849032184191
66.92177466322077,3932.544293484358,18.72785811497447,794.597809593252,260.0841379247495
142.6581267832806,1051.120510953364,36.37785801499973,273.721275095991,251.80707983977678
65.99124487700995,7066.2197262469335,33.10299218527493,1402.2975998283782,93.97045745478002
25.985504433460815,4136.040359376024,9.06911891662195,1942.207050512371,170.29340508834633
256.1199138687871,6233.55562674169,1.7319699844088716,1431.3877617554228,62.78642921783213
299.6303291581892,67.05622527230345,20.02898877504161,1255.947896670853,65.85350356455146
32.89343881697121,8054.3478176183335,4.854334928008582,1909.3890277011926,260.3217073650625
246.70085155486618,3205.3853862418505,16.01184776211489,1016.9419044045769,174.38194411446563
41.82984432756013,8570.045675066742,16.994007179090016,2152.625027671524,115.21602879158591
164.0215914607508,3701.8114404309736,7.869585485433036,1175.3679172173734,16.005377530939736
109.4511112627209,4359.460068182602,6.820162636181212,712.1303085013808,150.0394374852646
237.44150256259988,5996.4731349728,21.18522860089775,1884.5080656357254,287.65041465487184
66.16657827074899,1988.4862483225286,5.793964988545895,1188.7867605190513,270.9945610980173
